qseqid;sseqid;pident;length;mismatch;gapopen;qstart;qend;sstart;send;evalue;bitscore
cluster_11170;sp|P21331|GAGJ_DROFU;34.783;46;25;2;1283;1149;92;133;1.9;29.3
cluster_11172;sp|O16023|ESC_MUSDO;56.977;430;171;5;195;1475;2;420;8.62e-171;494
cluster_11173;sp|P30432|FUR2_DROME;45.714;35;18;1;844;945;105;139;0.22;32.7
cluster_11174;sp|Q9VM91|TTL3A_DROME;36.000;100;52;4;596;315;413;506;3.89e-09;58.2
cluster_11175;sp|Q960X4|TIP60_DROME;51.825;274;123;4;1682;2485;263;533;2.91e-90;303
cluster_11178;sp|B4NXA8|AFFL_DROYA;34.091;44;27;1;335;460;1415;1458;2.5;28.5
cluster_11179;sp|P40945|ARF2_DROME;60.000;180;72;0;144;683;1;180;2.96e-81;241
cluster_11183;sp|A1Z9A8|PTCD3_DROME;26.596;94;61;3;494;769;378;465;1.2;29.3
cluster_11184;sp|Q7PYI7|CRY1_ANOGA;38.095;42;25;1;543;418;263;303;0.35;32.0
cluster_11185;sp|Q9VYN8|TENA_DROME;24.427;131;77;4;1004;1366;120;238;3.9;28.9
cluster_11186;sp|P37276|DYHC_DROME;41.541;532;258;11;1469;6;1791;2313;7.87e-124;397
cluster_11187;sp|M9MRI4|TRIM9_DROME;23.043;230;144;7;2545;1874;196;398;1.04e-04;44.7
cluster_11189;sp|P41375|IF2B_DROME;62.537;339;96;6;157;1167;2;311;2.14e-112;335
cluster_11190;sp|P0DPX0|TX17B_MYRGU;39.130;23;14;0;121;53;37;59;7.3;25.8
cluster_11191;sp|A1ZBE8|DOP1_DROME;35.556;45;29;0;832;698;1503;1547;0.89;31.2
cluster_11192;sp|Q1A7B1|TNNC3_BLAGE;84.314;153;24;0;169;627;2;154;2.86e-90;264
cluster_11194;sp|A2VEY9|APP_DROME;46.939;49;26;0;1721;1575;142;190;7.89e-09;57.4
cluster_11195;sp|Q9VUN0|TOLL6_DROME;28.767;73;47;2;327;533;1033;1104;2.9;28.1
cluster_11196;sp|Q9VD09|PINTA_DROME;27.636;275;189;5;1732;920;1;269;7.09e-23;97.4
cluster_11198;sp|Q7PWV1|AQP_ANOGA;60.714;252;97;2;1561;806;1;250;1.35e-107;320
cluster_11199;sp|Q9VGN9|RLP24_DROME;74.306;144;37;0;146;577;1;144;1.06e-79;241
cluster_11200;sp|P41509|FABPM_LOCMI;39.130;138;76;5;1543;1136;2;133;4.54e-19;82.0
cluster_11202;sp|P53777|MLP1_DROME;35.714;28;17;1;691;608;38;64;1.6;27.3
cluster_11203;sp|P0C1R2|SYLV_PROSY;27.778;18;13;0;724;777;3;20;9.4;23.5
cluster_11208;sp|P52304|POLO_DROME;23.438;64;46;1;205;396;398;458;4.7;27.3
cluster_11209;sp|P29844|BIP_DROME;88.994;636;66;2;2450;555;1;636;0.0;1060
cluster_11210;sp|P08570|RLA1_DROME;71.053;114;31;1;451;110;1;112;4.14e-35;118
cluster_11211;sp|Q07407|FGFR1_DROME;29.688;64;36;2;7;177;323;384;1.3;29.3
cluster_11212;sp|Q8IMU4|PNPH_DROME;40.000;25;15;0;711;637;196;220;2.0;28.1
cluster_11214;sp|O44342|WBL_DROME;40.249;241;140;4;60;776;4;242;1.64e-51;174
cluster_11217;sp|Q9V5N8|STAN_DROME;33.333;51;33;1;1356;1505;2122;2172;2.8;29.3
cluster_11219;sp|Q17D30|EIF3M_AEDAE;70.942;382;107;2;1287;151;6;386;0.0;553
cluster_11221;sp|A1Z8D0|PWP1_DROME;40.046;432;242;7;91;1359;11;434;6.31e-104;322
cluster_11224;sp|Q7JQ07|MOS1T_DROMA;32.624;141;88;2;573;172;201;341;8.55e-18;83.2
cluster_11226;sp|B4J3A3|MAEL_DROGR;22.034;59;46;0;838;662;116;174;0.63;30.4
cluster_11227;sp|A8DYP0|OBSCN_DROME;25.753;365;251;6;4290;5375;88;435;1.84e-28;124
cluster_11231;sp|Q00174|LAMA_DROME;50.000;24;12;0;592;663;3513;3536;2.7;30.0
cluster_11238;sp|P20193|SUV37_DROME;55.000;20;9;0;168;109;945;964;3.6;26.9
cluster_11239;sp|Q7QC84|MMSA_ANOGA;28.778;483;328;9;122;1543;24;499;4.80e-44;162
cluster_11240;sp|B4MA12|WUHO_DROVI;48.571;140;69;2;1033;620;99;237;1.59e-23;100
cluster_11240;sp|B4MA12|WUHO_DROVI;35.714;28;18;0;175;92;360;387;8.0;27.3
cluster_11241;sp|B4LYB8|TMEDE_DROVI;26.699;206;129;7;775;215;5;207;1.06e-14;70.9
cluster_11243;sp|P29520|EF1A_BOMMO;32.812;448;229;16;1923;769;3;441;9.51e-51;182
cluster_11244;sp|Q24270|CAC1D_DROME;33.333;72;39;2;507;722;1517;1579;0.038;35.8
cluster_11244;sp|Q24270|CAC1D_DROME;31.944;72;40;2;835;1050;1517;1579;0.45;32.3
cluster_11245;sp|E0VI98|RU1C_PEDHC;97.101;69;1;1;730;524;1;68;1.08e-45;150
cluster_11249;sp|Q24509|STX5_DROME;71.769;294;79;2;730;1602;158;450;3.33e-111;342
cluster_11253;sp|Q9VM91|TTL3A_DROME;48.673;565;276;6;3578;1905;120;677;0.0;566
cluster_11255;sp|Q7KSC4|MPC1_DROME;27.711;83;60;0;931;683;24;106;1.31e-05;42.4
cluster_11257;sp|Q0IEW8|KTU_AEDAE;29.412;68;48;0;831;1034;638;705;0.42;31.6
cluster_11258;sp|Q86B91|TINC_DROME;48.148;27;14;0;675;595;150;176;1.5;28.5
cluster_11260;sp|Q9V730|EXT1_DROME;34.615;26;17;0;784;707;622;647;4.6;27.3
cluster_11264;sp|P31478|VATF_MANSE;82.727;110;19;0;872;543;13;122;1.44e-59;187
cluster_11265;sp|O61307|TENM_DROME;28.125;32;20;1;281;186;701;729;6.6;25.8
cluster_11266;sp|Q9V3P0|PRDX1_DROME;75.258;194;48;0;737;156;1;194;1.22e-111;320
cluster_11268;sp|Q962R9|RS10_SPOFR;72.840;162;39;4;538;56;1;158;1.21e-65;201
cluster_11272;sp|Q03751|DNJC5_DROME;51.429;70;33;1;737;528;18;86;6.49e-11;60.5
cluster_11274;sp|Q4V645|TRISS_DROME;43.077;65;37;0;468;274;1;65;9.73e-13;60.5
cluster_11277;sp|Q9VMM6|OBSTE_DROME;33.484;221;133;7;82;717;16;231;7.99e-28;108
cluster_11279;sp|C9D7C2|CAC1A_APIME;20.245;163;95;4;530;54;848;979;1.20e-04;41.2
cluster_11280;sp|Q9VG76|MYCBP_DROME;36.634;101;53;4;296;598;4;93;1.41e-10;57.4
cluster_11281;sp|Q9VAJ3|PPK19_DROME;31.667;60;39;1;349;170;396;453;4.2;28.1
cluster_11282;sp|Q9VN14|CONT_DROME;27.907;43;31;0;515;387;155;197;0.15;32.0
cluster_11283;sp|Q0IFL2|RUVB1_AEDAE;31.304;115;59;6;296;604;51;157;1.7;29.3
cluster_11284;sp|O96790|DPGN_DIPMA;51.852;27;9;1;333;413;248;270;0.22;31.6
cluster_11287;sp|Q16MY0|WDR48_AEDAE;53.125;32;15;0;613;708;175;206;0.003;40.0
cluster_11288;sp|Q178M1|FEN1_AEDAE;78.125;352;77;0;261;1316;1;352;0.0;567
cluster_11290;sp|Q9VMM6|OBSTE_DROME;39.382;259;130;4;1052;312;4;247;1.89e-58;188
cluster_11291;sp|Q9V9A7|MCCB_DROME;70.290;552;146;2;1989;388;27;578;0.0;800
cluster_11297;sp|P48605|TCPG_DROME;28.425;489;320;11;1737;310;51;522;8.03e-52;187
cluster_11298;sp|Q7PK92|DAAF1_ANOGA;53.909;243;110;1;163;885;1;243;3.60e-79;269
cluster_11299;sp|Q9VAN0|SERC_DROME;27.586;58;38;1;1628;1467;115;172;2.8;29.3
cluster_11301;sp|Q7JR71|SODE_DROME;59.829;117;46;1;270;617;64;180;1.92e-39;142
cluster_11302;sp|Q1XG89|TDR12_BOMMO;40.000;30;18;0;574;485;334;363;2.6;29.6
cluster_11303;sp|A1ZAX0|CCH1R_DROME;30.435;69;45;1;926;1132;157;222;2.0;30.4
cluster_11304;sp|O76206|RIFK_DROME;23.438;64;47;1;571;386;20;83;0.31;32.0
cluster_11305;sp|O97398|CTR_PHACE;27.528;178;119;5;264;794;99;267;2.48e-09;56.2
cluster_11306;sp|Q9VTE9|ULA1_DROME;33.333;42;28;0;1157;1032;436;477;1.6;29.6
cluster_11309;sp|B2D0J5|EST6_APIME;31.211;487;300;9;107;1492;28;504;4.30e-62;219
cluster_11311;sp|P16621|LAR_DROME;31.481;54;28;2;293;433;1406;1457;0.24;31.6
cluster_11314;sp|Q9NB32|TCPD_OCHTR;77.505;529;118;1;114;1700;6;533;0.0;848
cluster_11315;sp|Q9VCA2|ORCT_DROME;21.693;378;266;8;1575;466;119;474;1.08e-18;88.6
cluster_11316;sp|Q9VW15|ASH1_DROME;38.000;100;61;1;2537;2241;1974;2073;1.90e-14;78.2
cluster_11316;sp|Q9VW15|ASH1_DROME;27.083;192;105;4;2054;1557;1916;2098;5.61e-11;66.6
cluster_11317;sp|P10675|FAS1_SCHAM;21.550;645;360;27;442;2118;41;625;8.50e-16;80.1
cluster_11318;sp|Q9VF81|TMTC4_DROME;50.000;30;15;0;1616;1527;526;555;4.1;29.3
cluster_11320;sp|Q9V778|ADAS_DROME;29.787;47;22;1;1052;1192;167;202;2.0;30.4
cluster_11322;sp|Q9VPF8|TM104_DROME;24.545;110;69;3;362;649;291;400;0.80;30.8
cluster_11323;sp|Q9VMX6|SMAL1_DROME;35.135;37;24;0;372;262;692;728;6.9;26.6
cluster_11324;sp|P35037|TRY3_ANOGA;24.370;238;156;9;49;738;49;270;3.19e-12;65.1
cluster_11325;sp|Q9W2S3|BTBD9_DROME;43.182;44;23;2;1493;1624;236;277;3.4;30.8
cluster_11326;sp|Q24020|FLII_DROME;38.095;42;21;2;1424;1534;961;1002;4.7;28.9
cluster_11327;sp|Q0KHT7|DAPKR_DROME;51.590;283;136;1;3198;2353;13;295;1.59e-91;307
cluster_11328;sp|Q9VM91|TTL3A_DROME;27.381;252;156;7;491;1219;416;649;1.74e-21;97.1
cluster_11330;sp|Q9VG73|ILF2_DROME;68.768;349;100;3;229;1251;20;367;3.22e-173;492
cluster_11333;sp|Q11208|PARP_SARPE;38.776;49;23;2;125;262;861;905;0.76;30.0
cluster_11334;sp|Q9VB08|RING1_DROME;36.538;52;27;2;507;355;45;91;8.70e-04;38.5
cluster_11335;sp|Q9V535|RBM8A_DROME;44.737;38;21;0;117;4;119;156;0.007;35.0
cluster_11336;sp|Q9V4Z9|LINES_DROME;34.694;49;31;1;1527;1381;810;857;8.1;28.5
cluster_11337;sp|O44081|DKC1_DROME;75.822;426;98;1;1744;467;25;445;0.0;624
cluster_11338;sp|P41825|HSP71_ANOAL;67.296;636;191;1;4674;2818;5;640;0.0;858
cluster_11339;sp|Q24169|ORC5_DROME;27.928;111;58;3;1598;1266;243;331;2.1;30.8
cluster_11340;sp|P13582|EAST_DROME;27.869;61;35;1;653;835;54;105;6.3;28.1
cluster_11341;sp|P55935|RS9_DROME;26.316;133;97;1;1470;1075;28;160;4.86e-09;55.1
cluster_11343;sp|Q9VSB9|TMM43_DROME;37.640;356;203;4;357;1367;9;364;1.99e-75;241
cluster_11345;sp|Q9VN95|ENOPH_DROME;31.481;54;33;1;666;827;24;73;0.69;30.0
cluster_11346;sp|Q9V5N8|STAN_DROME;46.154;26;14;0;333;410;2927;2952;4.1;27.3
cluster_11348;sp|Q9VUY9|PGM_DROME;65.412;558;193;0;118;1791;1;558;0.0;750
cluster_11349;sp|P35778|VA3_SOLIN;46.392;194;97;3;858;295;38;230;2.87e-43;150
cluster_11350;sp|P42634|TKSIA_AEDAE;40.741;27;16;0;452;372;44;70;9.8;24.6
cluster_11353;sp|P49657|MNB_DROME;35.294;34;21;1;429;328;239;271;3.3;28.1
cluster_11354;sp|Q0KI28|BL1S5_DROME;33.566;143;91;3;210;626;18;160;3.50e-12;63.2
cluster_11356;sp|P22817|IDE_DROME;22.222;216;155;4;478;1092;38;251;8.16e-05;44.3
cluster_11358;sp|Q174D3|MED19_AEDAE;79.574;235;43;2;1117;428;6;240;6.02e-86;259
cluster_11360;sp|D8KY57|SSP_BOMIG;45.098;102;50;2;227;529;37;133;1.81e-22;88.2
cluster_11362;sp|Q9V5N8|STAN_DROME;34.615;52;32;1;472;317;3474;3523;0.033;33.9
cluster_11364;sp|Q17G65|SMG8_AEDAE;35.294;51;27;2;551;703;72;116;2.8;28.9
cluster_11365;sp|Q24459|PCL_DROME;36.364;88;49;2;784;1047;819;899;0.012;36.6
cluster_11367;sp|Q29CV2|MED26_DROPS;32.143;28;19;0;741;824;1575;1602;1.4;30.4
cluster_11368;sp|Q24498|RYR_DROME;44.000;25;14;0;584;658;3764;3788;1.6;28.5
cluster_11370;sp|Q9VHM6|OUIB_DROME;25.806;93;60;3;2646;2377;5;91;0.003;38.9
cluster_11374;sp|P85798|PROH1_APIME;55.556;18;7;1;200;150;72;89;1.5;27.3
cluster_11375;sp|A9CM07|TX3A_MYRBA;34.286;35;23;0;163;59;57;91;2.6;27.7
cluster_11376;sp|Q9VU08|VP13D_DROME;44.444;27;15;0;332;252;2345;2371;3.0;28.1
cluster_11378;sp|H9JD76|TDRKH_BOMMO;25.620;121;77;2;8351;7989;48;155;2.14e-05;48.5
cluster_11378;sp|H9JD76|TDRKH_BOMMO;22.759;145;104;3;9029;8595;49;185;0.035;38.1
cluster_11379;sp|Q9VD09|PINTA_DROME;31.008;258;170;4;974;204;18;268;5.00e-36;131
cluster_11380;sp|O61491|FLOT1_DROME;85.882;425;60;0;450;1724;1;425;0.0;576
cluster_11384;sp|Q9VJB6|CADN2_DROME;40.625;32;18;1;1933;1841;1455;1486;4.2;29.3
cluster_11385;sp|B4LX81|SPNE_DROVI;32.558;43;29;0;688;560;1200;1242;3.1;29.6
cluster_11386;sp|Q964R1|CP6J1_BLAGE;32.203;59;36;1;1318;1494;381;435;0.14;33.5
cluster_11387;sp|Q9VZZ4|PXDN_DROME;32.075;53;28;2;500;366;1005;1057;5.4;28.9
cluster_11388;sp|Q9VU65|POC1_DROME;24.923;325;198;14;1242;328;1;299;5.25e-17;81.3
cluster_11388;sp|Q9VU65|POC1_DROME;18.667;75;60;1;549;325;17;90;0.84;30.4
cluster_11390;sp|Q9VXB0|NECAP_DROME;33.333;84;47;4;272;508;32;111;3.7;28.1
cluster_11391;sp|P06603|TBA1_DROME;96.804;438;14;0;278;1591;2;439;0.0;876
cluster_11392;sp|Q9VUC6|FRL_DROME;29.275;386;251;7;2775;1648;697;1070;1.01e-18;90.5
cluster_11393;sp|Q9VN45|SPART_DROME;46.429;28;15;0;544;627;188;215;5.0;28.5
cluster_11394;sp|Q9VSA3|ACADM_DROME;82.171;387;69;0;215;1375;30;416;0.0;673
cluster_11395;sp|Q9VCA8|ANKHM_DROME;32.716;162;76;2;1530;1922;742;901;1.97e-09;59.7
cluster_11395;sp|Q9VCA8|ANKHM_DROME;34.746;118;76;1;1572;1922;2315;2432;5.15e-09;58.2
cluster_11395;sp|Q9VCA8|ANKHM_DROME;34.815;135;81;4;1530;1922;2336;2467;1.86e-07;53.1
cluster_11395;sp|Q9VCA8|ANKHM_DROME;34.146;123;81;0;1554;1922;715;837;4.34e-07;52.0
cluster_11395;sp|Q9VCA8|ANKHM_DROME;30.769;130;84;2;1536;1922;614;738;2.23e-06;49.7
cluster_11395;sp|Q9VCA8|ANKHM_DROME;36.134;119;75;1;1569;1922;586;704;2.54e-06;49.7
cluster_11395;sp|Q9VCA8|ANKHM_DROME;35.200;125;71;2;1566;1922;2482;2602;3.70e-05;45.8
cluster_11395;sp|Q9VCA8|ANKHM_DROME;36.207;116;73;1;1578;1922;689;804;7.18e-05;44.7
cluster_11395;sp|Q9VCA8|ANKHM_DROME;31.967;122;80;2;1566;1922;2380;2501;8.08e-05;44.7
cluster_11395;sp|Q9VCA8|ANKHM_DROME;33.684;95;63;0;1530;1814;2538;2632;4.83e-04;42.0
cluster_11395;sp|Q9VCA8|ANKHM_DROME;34.211;114;73;1;1578;1913;2519;2632;0.002;40.0
cluster_11395;sp|Q9VCA8|ANKHM_DROME;29.839;124;86;1;1572;1940;917;1040;0.003;39.3
cluster_11395;sp|Q9VCA8|ANKHM_DROME;32.353;136;85;3;1530;1922;2436;2569;0.003;39.3
cluster_11395;sp|Q9VCA8|ANKHM_DROME;33.621;116;73;2;1578;1922;822;934;0.013;37.4
cluster_11395;sp|Q9VCA8|ANKHM_DROME;31.933;119;78;1;1566;1922;852;967;0.033;36.2
cluster_11396;sp|B4P624|TRET1_DROYA;32.609;46;26;1;3097;3234;63;103;7.1;29.6
cluster_11398;sp|Q8IRI6|GTR1_DROME;46.667;30;16;0;389;478;423;452;0.92;30.0
cluster_11399;sp|B3MSI4|NO66_DROAN;25.962;104;50;6;1564;1319;380;478;6.4;28.5
cluster_11400;sp|B3MU92|NUBP1_DROAN;25.439;114;47;4;444;671;186;299;1.2;29.6
cluster_11401;sp|A2I3Z2|RSSA_MACHI;41.176;34;17;1;1795;1896;145;175;0.31;32.3
cluster_11402;sp|B4HBD2|EI3F2_DROPE;36.111;36;21;2;992;1093;49;84;3.5;28.5
cluster_11404;sp|Q9V675|CP6G2_DROME;45.833;24;13;0;3367;3296;73;96;4.9;30.4
cluster_11405;sp|Q9V877|SUB_DROME;24.138;58;44;0;377;550;296;353;3.0;28.9
cluster_11406;sp|B4MLE8|CUE_DROWI;25.000;72;54;0;384;169;42;113;3.3;28.9
cluster_11408;sp|P30107|GSTT1_DROTE;50.000;188;93;1;796;236;1;188;2.40e-63;200
cluster_11409;sp|Q9VDD7|S35B1_DROME;56.173;324;133;4;1645;689;1;320;1.31e-102;312
cluster_11410;sp|P20829|ENV2_DROME;27.692;65;45;1;901;713;313;377;0.004;37.7
cluster_11411;sp|B3NRC6|EIF3M_DROER;29.787;94;62;1;1380;1099;276;365;3.06e-05;45.4
cluster_11412;sp|Q9VE51|CPSF3_DROME;75.552;679;164;2;2265;235;2;680;0.0;1076
cluster_11414;sp|Q8T4E1|GPI8_DROME;72.152;316;85;1;320;1258;39;354;5.55e-176;495
cluster_11415;sp|Q9U6A0|NCKX_DROME;22.388;67;52;0;776;576;381;447;3.3;29.6
cluster_11416;sp|Q297A7|HGH1_DROPS;45.580;362;192;2;243;1316;4;364;8.02e-110;328
cluster_11417;sp|B0WC46|TRET1_CULQU;39.474;494;269;8;281;1711;20;500;6.05e-94;298
cluster_11418;sp|Q06943|HMGZ_DROME;37.288;59;35;1;785;961;4;60;4.82e-06;44.3
cluster_11419;sp|Q9VS46|RINT1_DROME;33.647;743;452;11;2336;150;6;721;1.81e-101;330
cluster_11420;sp|P29673|APTE_DROME;47.368;19;10;0;155;99;194;212;6.0;26.2
cluster_11421;sp|O02350|CBPA1_ANOGA;47.848;395;199;4;167;1333;29;422;2.37e-127;386
cluster_11422;sp|P48159|RL23_DROME;93.571;140;9;0;259;678;1;140;3.25e-92;267
cluster_11423;sp|P33503|NU2M_ANOQU;38.298;47;29;0;676;536;185;231;0.95;30.0
cluster_11425;sp|Q7QC84|MMSA_ANOGA;28.364;483;332;8;122;1546;24;500;3.47e-47;172
cluster_11426;sp|P29786|TRY3_AEDAE;34.661;251;131;11;100;831;27;251;2.78e-31;117
cluster_11427;sp|P91620|SIF2_DROME;27.358;106;52;4;851;1117;58;155;0.26;33.5
cluster_11430;sp|Q9VUW9|HIP14_DROME;36.111;72;38;1;505;720;431;494;2.27e-08;54.7
cluster_11432;sp|Q7KLV9|PSD11_DROME;82.464;422;73;1;42;1304;1;422;0.0;649
cluster_11433;sp|Q28Y14|ASPG1_DROPS;36.000;50;30;1;609;460;246;293;1.1;29.6
cluster_11434;sp|O18638|OAF_DROVI;58.333;264;91;3;273;1034;51;305;4.50e-106;319
cluster_11437;sp|Q9VVX0|GEMI2_DROME;31.915;235;140;9;362;1033;20;245;1.14e-17;81.3
cluster_11438;sp|Q9W1C9|PEB3_DROME;40.777;103;59;1;492;184;24;124;5.43e-27;98.6
cluster_11439;sp|P02828|HSP83_DROME;39.889;361;209;5;1224;2297;309;664;2.17e-144;290
cluster_11439;sp|P02828|HSP83_DROME;47.267;311;138;5;335;1210;1;304;2.17e-144;241
cluster_11441;sp|Q9W0T1|NU301_DROME;29.851;67;44;1;688;879;313;379;0.092;33.5
cluster_11442;sp|Q93112|GST1C_ANOGA;40.323;186;107;2;89;643;9;191;1.66e-42;146
cluster_11443;sp|P35421|PUR4_DROME;29.545;88;59;1;3924;3661;428;512;5.2;30.0
cluster_11445;sp|P0DSK5|TX18A_MYRGU;31.250;32;22;0;102;197;19;50;5.3;27.3
cluster_11447;sp|C9D7C2|CAC1A_APIME;30.357;56;24;2;232;80;1832;1877;1.4;28.9
cluster_11453;sp|Q9VC56|PUF_DROME;43.750;32;18;0;1001;906;164;195;4.6;31.2
cluster_11454;sp|Q9VHI7|IRU_DROME;23.611;72;32;2;546;761;252;300;1.1;30.0
cluster_11457;sp|P17210|KINH_DROME;29.060;117;71;5;443;108;667;776;0.71;30.8
cluster_11458;sp|Q8INM3|SLE_DROME;36.364;33;21;0;125;223;1211;1243;2.2;28.5
cluster_11460;sp|B5DZ31|SDF2B_DROPS;45.833;24;13;0;1599;1528;18;41;2.5;28.5
cluster_11462;sp|B6VQA1|DIMM_DROME;76.000;50;12;0;1252;1103;170;219;1.98e-17;82.4
cluster_11463;sp|B4NBP4|SPAST_DROWI;39.024;82;44;3;1865;1620;531;606;2.50e-06;50.1
cluster_11465;sp|P27610|HMIN_BOMMO;61.111;18;7;0;518;571;247;264;3.9;27.3
cluster_11467;sp|P54353|DOD_DROME;62.963;162;54;1;4047;3580;5;166;5.46e-61;204
cluster_11468;sp|Q7PRA4|TTC30_ANOGA;37.500;48;29;1;2537;2680;25;71;0.35;33.1
cluster_11470;sp|Q8MLL3|COQ10_DROME;50.000;186;88;1;356;913;54;234;1.38e-60;195
cluster_11474;sp|Q00174|LAMA_DROME;25.000;144;97;6;1565;1155;3041;3180;3.7;29.3
cluster_11475;sp|O61703|MPCP_CHOFU;68.169;355;105;3;1261;200;1;348;3.70e-145;417
cluster_11477;sp|Q94511|NDUS1_DROME;25.503;149;98;5;534;962;547;688;0.64;31.6
cluster_11479;sp|Q27442|H2B_ANOGA;90.000;90;9;0;278;547;35;124;4.44e-53;169
cluster_11481;sp|Q95RX5|KCMF1_DROME;70.635;252;65;3;1285;2034;1;245;1.90e-105;348
cluster_11481;sp|Q95RX5|KCMF1_DROME;45.652;46;25;0;2170;2307;382;427;1.81e-04;44.7
cluster_11483;sp|P54399|PDI_DROME;30.435;69;44;1;863;1057;45;113;2.83e-04;42.4
cluster_11486;sp|E3WPP8|TRM5_ANODA;38.235;34;20;1;1131;1030;142;174;5.1;28.1
cluster_11487;sp|Q9VDL1|LOVG_DROME;42.795;229;123;2;336;1016;20;242;1.08e-59;196
cluster_11488;sp|P54622|SSBP_DROME;59.292;113;46;0;195;533;32;144;1.50e-51;166
cluster_11490;sp|Q7KVA1|XYLT_DROME;38.235;34;21;0;1139;1240;117;150;4.7;28.1
cluster_11491;sp|P36179|2AAA_DROME;25.294;170;123;3;292;798;129;295;1.70e-06;49.3
cluster_11492;sp|Q16RR7|MED8_AEDAE;58.140;258;99;2;175;948;1;249;1.49e-75;241
cluster_11493;sp|P41496|FABPM_SCHGR;31.884;138;87;5;43;450;1;133;2.70e-13;63.2
cluster_11494;sp|Q9VJG0|XPP_DROME;38.667;75;44;2;1320;1096;372;444;2.29e-07;52.8
cluster_11495;sp|P35041|TRY7_ANOGA;28.114;281;173;9;40;840;2;267;2.71e-21;91.3
cluster_11498;sp|Q23977|HEP_DROME;47.839;347;168;6;2896;1874;147;486;1.67e-88;310
cluster_11499;sp|Q9W2H1|TM2D1_DROME;67.470;166;51;3;1014;520;15;178;3.22e-75;232
cluster_11500;sp|A0A173GP47|LST_PHOPY;39.249;293;159;4;1044;208;65;352;2.51e-68;219
cluster_11502;sp|Q24048|ATPB2_DROME;56.270;311;135;1;194;1123;13;323;4.49e-113;350
cluster_11503;sp|P54814|PRS8_MANSE;49.570;349;176;0;1413;367;38;386;4.44e-114;346
cluster_11507;sp|Q9V726|CPSF1_DROME;51.598;1502;629;20;206;4558;1;1455;0.0;1484
cluster_11509;sp|Q9VQN8|FIGL1_DROME;38.931;262;143;4;587;1369;247;492;1.65e-52;189
cluster_11510;sp|O96570|A37C_DROLE;27.273;253;159;10;64;786;61;300;3.12e-18;82.4
cluster_11512;sp|Q9V6U8|UBA3_DROME;32.995;197;105;5;1491;2030;48;234;2.06e-22;100
cluster_11514;sp|Q06684|THBI_RHOPR;34.146;41;24;1;212;334;65;102;0.002;35.4
cluster_11514;sp|Q06684|THBI_RHOPR;31.111;45;28;1;200;334;8;49;4.7;25.8
cluster_11521;sp|P33450|FAT_DROME;30.864;81;45;4;226;441;4000;4078;0.30;30.4
cluster_11526;sp|Q9NB32|TCPD_OCHTR;34.221;526;321;10;532;2061;15;531;1.07e-77;259
cluster_11527;sp|B0W730|SMG8_CULQU;40.541;37;19;1;1204;1103;188;224;1.5;30.0
cluster_11529;sp|Q9VYG1|PSMD5_DROME;25.538;325;231;6;686;1654;190;505;2.38e-31;127
cluster_11530;sp|Q17N71|CLU_AEDAE;30.435;46;26;2;862;737;114;157;4.9;29.3
cluster_11531;sp|B2D0J5|EST6_APIME;36.076;474;268;13;1860;487;25;479;1.17e-84;276
cluster_11532;sp|Q9V3J8|WDS_DROME;33.779;299;181;10;1231;356;68;356;1.09e-42;154
cluster_11532;sp|Q9V3J8|WDS_DROME;27.907;129;85;2;730;344;66;186;2.83e-12;66.6
cluster_11532;sp|Q9V3J8|WDS_DROME;25.455;165;116;5;1231;755;194;357;1.35e-08;55.1
cluster_11532;sp|Q9V3J8|WDS_DROME;26.984;126;81;6;1234;878;236;357;2.37e-06;48.1
cluster_11533;sp|Q9W0G6|MSD5_DROME;36.170;47;29;1;769;629;128;173;0.83;30.0
cluster_11535;sp|O97394|SDK_DROME;25.000;116;73;2;1392;1045;557;658;2.6;29.6
cluster_11538;sp|P82119|CUO6_BLACR;43.939;66;33;1;346;543;22;83;1.81e-09;54.3
cluster_11541;sp|Q8IMM9|NENYA_DROME;30.435;69;39;2;1727;1542;6;72;2.4;29.3
cluster_11542;sp|Q94521|DNAT_DROME;26.316;38;25;1;138;34;192;229;9.5;26.6
cluster_11546;sp|O77215|UNC4_DROME;39.216;51;28;2;199;351;281;328;0.45;30.0
cluster_11547;sp|P91875|RPA1_DROME;33.333;75;46;3;1624;1403;1175;1246;1.3;30.8
cluster_11550;sp|Q1A7B1|TNNC3_BLAGE;37.500;72;37;4;1450;1250;16;84;0.066;33.1
cluster_11550;sp|Q1A7B1|TNNC3_BLAGE;26.316;114;72;4;1729;1388;47;148;1.7;29.3
cluster_11554;sp|P35381|ATPA_DROME;86.594;552;73;1;40;1692;1;552;0.0;964
cluster_11555;sp|Q7JUN3|ABCD_DROME;41.176;34;20;0;914;813;226;259;0.82;32.0
cluster_11556;sp|Q9VS48|SLX4_DROME;28.505;214;119;4;1025;402;939;1124;7.99e-14;75.9
cluster_11557;sp|P05047|LECA_SARPE;27.193;114;76;3;258;578;45;158;7.05e-07;47.4
cluster_11559;sp|A1ZAI5|FACR1_DROME;40.466;472;281;0;1598;183;119;590;7.95e-137;410
cluster_11564;sp|B0X560|DAN_CULQU;74.000;50;13;0;787;638;24;73;2.06e-19;89.0
cluster_11564;sp|B0X560|DAN_CULQU;70.000;10;3;0;259;230;412;421;8.0;27.3
cluster_11565;sp|Q94901|LARK_DROME;27.273;110;68;2;4521;4210;87;190;1.46e-06;50.8
